,address,city_area,city_district,geo_lat,geo_lon,street_with_type,location
3864,"город Москва, Керамический проезд, дом 55, корпус 3",Северный,Восточное Дегунино,55.8772893,37.5627935,Керамический проезд,
3865,"город Москва, Тимирязевская улица, дом 2/3",,Савёловский,,,ул Тимирязевская,Савёловский
3866,"город Москва, Дубнинская улица, дом 81, строение 2",Северный,Восточное Дегунино,55.8912912,37.5534687,ул Дубнинская,
3867,"город Москва, Ильменский проезд, дом 4, строение 9",Северный,Западное Дегунино,55.8598388,37.5505566,Ильменский проезд,
3868,"город Москва, улица Введенского, дом 32А",Юго-западный,Коньково,55.6351274,37.5283474,ул Введенского,
3869,"город Москва, улица Воронцовские Пруды, дом 11",Юго-западный,Обручевский,55.6640035,37.5291014,ул Воронцовские Пруды,
3870,"город Москва, Литовский бульвар, дом 22",,Ясенево,,,Литовский б-р,Ясенево
3871,"город Москва, 2-й Кожевнический переулок, дом 12",,Даниловский,,,пер Кожевнический 2-й,Даниловский
3872,"город Москва, улица Инессы Арманд, дом 13",Юго-западный,Ясенево,55.5893085,37.5468468,ул Инессы Арманд,
3873,"город Москва, Скобелевская улица, дом 25, корпус 6",Юго-западный,Южное Бутово,55.5474778,37.5602727,ул Скобелевская,
3874,"город Москва, Ратная улица, дом 8А",Юго-западный,Северное Бутово,55.5736044,37.5831229,ул Ратная,
3875,"город Москва, Феодосийская улица, дом 11А",Юго-западный,Северное Бутово,55.5636496,37.5757676,ул Феодосийская,
3876,"город Москва, Дубнинская улица, дом 75, строение 1",Северный,Восточное Дегунино,55.8846403,37.556396,ул Дубнинская,
3877,"город Москва, Турчанинов переулок, дом 3, строение 1",Центральный,Хамовники,55.7358977,37.5972645,Турчанинов пер,
3878,"город Москва, Каширское шоссе, дом 15",,Нагатино-Садовники,,,Каширское шоссе,
3879,"город Москва, Сиреневый бульвар, дом 73, корпус 3",Восточный,Северное Измайлово,55.804857,37.8278314,Сиреневый б-р,
3880,"город Москва, Песочная аллея, дом 1",,Сокольники,,,Песочная аллея,Сокольники
3881,"город Москва, Ленинградское шоссе, дом 8, строение 2",Северный,Войковский,55.8169325,37.5011468,Ленинградское шоссе,
3882,"город Москва, улица Ляпидевского, дом 4, строение 2",Северный,Ховрино,55.8549298,37.4984539,ул Ляпидевского,
3883,"город Москва, улица Бирюсинка, дом 1/18, строение 1",Восточный,Гольяново,55.8181116,37.7780341,ул Бирюсинка,
3884,"город Москва, улица Матросская Тишина, дом 15/17, строение 1",Восточный,Сокольники,55.7885891,37.6921051,ул Матросская Тишина,
3885,"город Москва, Пермская улица, дом 11, строение 6",Восточный,Метрогородок,55.8209107,37.7295911,ул Пермская,
3886,"город Москва, Малая Семёновская улица, дом 28",,Преображенское,,,ул Семёновская М.,Преображенское
3887,"город Москва, 1-й Кирпичный переулок, дом 4, строение 2",Восточный,Соколиная Гора,55.7780935,37.7321881,пер Кирпичный 1-й,
3888,"город Москва, Сиреневый бульвар, дом 15А",Восточный,Северное Измайлово,55.8031155,37.7857791,Сиреневый б-р,
3889,"город Москва, Семёновский переулок, дом 6",,Соколиная Гора,,,Семёновский пер,Соколиная Гора
3890,"город Москва, Большая Семёновская улица, дом 10",,Соколиная Гора,,,ул Семёновская Б.,Соколиная Гора
3891,"город Москва, Пронская улица, дом 4, корпус 1",Юго-восточный,Выхино-Жулебино,55.7015733,37.8454056,ул Пронская,
3892,"город Москва, Лермонтовский проспект, дом 14, корпус 2",Юго-восточный,Выхино-Жулебино,55.6970976,37.85542,Лермонтовский пр-кт,
3893,"город Москва, Котляковская улица, дом 4",,Москворечье-Сабурово,,,ул Котляковская,Москворечье-Сабурово
3894,"город Москва, 1-й Варшавский проезд, дом 6, строение 10",Южный,Москворечье-Сабурово,55.6449918,37.6319013,проезд Варшавский 1-й,
3895,"город Москва, Промышленная улица, дом 11, строение 3",Южный,Царицыно,55.6336958,37.6295273,ул Промышленная,
3896,"город Москва, Алма-Атинская улица, дом 1",,Братеево,,,ул Алма-Атинская,Братеево
3897,"город Москва, Нахимовский проспект, дом 21",,Котловка,,,Нахимовский пр-кт,Котловка
3898,"город Москва, 3-й Митинский переулок, дом 12, корпус 1",Северо-западный,Митино,55.8462953,37.3524399,пер Митинский 3-й,
3899,"город Москва, улица Космонавта Волкова, дом 16",,Коптево,,,ул Космонавта Волкова,Коптево
3900,"город Москва, улица Вучетича, дом 32",,Тимирязевский,,,ул Вучетича,Тимирязевский
3901,"город Москва, Керамический проезд, дом 47А",Северный,Восточное Дегунино,55.8728239,37.5677315,Керамический проезд,
3902,"город Москва, Учинская улица, дом 10",,Дмитровский,,,ул Учинская,Дмитровский
3903,"город Москва, Никулинская улица, дом 7",Западный,Тропарево-Никулино,55.6660661,37.454307,ул Никулинская,
3904,"город Москва, проспект Вернадского, дом 101, строение 2",Западный,Тропарево-Никулино,55.6640193,37.4898092,пр-кт Вернадского,
3905,"город Москва, проспект Вернадского, дом 105, корпус 1",Западный,Тропарево-Никулино,55.6624401,37.485944,пр-кт Вернадского,
3906,"город Москва, проспект Вернадского, дом 100, корпус ЗОНА, строение А",Новомосковский,Новомосковский,55.5449822,37.3296682,тер ТЛПХ Зона Б,
3907,"город Москва, Рябиновая улица, дом 53",,Очаково-Матвеевское,,,ул Рябиновая,Очаково-Матвеевское
3908,"город Москва, Коптевская улица, дом 65А",,Коптево,,,ул Коптевская,Коптево
3909,"город Москва, Нарвская улица, дом 2",,Войковский,,,ул Нарвская,Войковский
3910,"город Москва, Коровинское шоссе, дом 1А",,Бескудниковский,,,Коровинское шоссе,Бескудниковский
3911,"город Москва, Кронштадтский бульвар, дом 7",,Головинский,,,Кронштадтский б-р,Головинский
3912,"город Москва, Ленинградское шоссе, дом 67",,Левобережный,,,Ленинградское шоссе,Левобережный
3913,"город Москва, Светлый проезд, дом 2",,Сокол,,,Светлый проезд,Сокол
3914,"город Москва, город Зеленоград, корпус 1464",Зеленоградский,Крюково,55.9860324,37.1605314,,
3915,"город Москва, Верейская улица, дом 29",,Можайский,,,ул Верейская,Можайский
3916,"город Москва, улица Добролюбова, дом 8А, строение 1",Северо-восточный,Бутырский,55.8103049,37.5987285,ул Добролюбова,
3917,"город Москва, улица Барышиха, дом 32",,Митино,,,ул Барышиха,Митино
3918,"город Москва, Окружной проезд, дом 30А",,Соколиная Гора,,,Окружной проезд,Соколиная Гора
3919,"город Москва, Большая Семёновская улица, дом 11, строение 3",Восточный,Преображенское,55.7830601,37.7027472,ул Семёновская Б.,
3920,"город Москва, Новослободская улица, дом 26, строение 2",Центральный,Тверской,55.7832057,37.5983901,ул Новослободская,
3921,"город Москва, улица Борисовские Пруды, дом 1, строение 1",Южный,Москворечье-Сабурово,55.6359454,37.7088824,ул Борисовские Пруды,
3922,"город Москва, Солнцевский проспект, дом 21",Западный,Солнцево,55.6470245,37.4118233,Солнцевский пр-кт,
3923,"город Москва, улица Довженко, дом 1, строение 1",Западный,Раменки,55.7235538,37.5196609,ул Довженко,
3924,"город Москва, Матвеевская улица, дом 20, корпус 3",Западный,Очаково-Матвеевское,55.7026219,37.4667436,ул Матвеевская,
3925,"город Москва, Озёрная улица, дом 33, корпус 2",Западный,Очаково-Матвеевское,55.6713499,37.4496235,ул Озёрная,
3926,"город Москва, улица Пырьева, дом 2, корпус 2, строение 14",Западный,Раменки,55.7242069,37.5284406,ул Пырьева,
3927,"город Москва, Чукотский проезд, дом 6",Северо-восточный,Бабушкинский,55.8681156,37.6540906,Чукотский проезд,
3928,"город Москва, Открытое шоссе, дом 14А, строение 1",Восточный,Метрогородок,55.8169752,37.742909,Открытое шоссе,
3929,"город Москва, Азовская улица, дом 2, корпус 2",Юго-западный,Зюзино,55.6636144,37.6038307,ул Азовская,
3930,"город Москва, Новотушинский проезд, дом 8, корпус 2",Северо-западный,Митино,55.8396451,37.3814188,Новотушинский проезд,
3931,"город Москва, Новотушинский проезд, дом 8",,Митино,,,Новотушинский пр-д,Митино
3932,"город Москва, Дубнинская улица, дом 79",,Восточное Дегунино,,,ул Дубнинская,Восточное Дегунино
3933,"город Москва, Дубнинская улица, дом 79, корпус 2",Северный,Восточное Дегунино,55.8894439,37.5557976,ул Дубнинская,
3934,"город Москва, Вельяминовская улица, дом 9",,Соколиная Гора,,,ул Вельяминовская,Соколиная Гора
3935,"город Москва, 3-й Нижнелихоборский проезд, дом 1",,Тимирязевский,,,проезд Нижнелихоборский 3-й,Тимирязевский
3936,"город Москва, Ижорская улица, дом 6",,Западное Дегунино,,,ул Ижорская,Западное Дегунино
3937,"город Москва, Колокольников переулок, дом 2",,Мещанский,,,Колокольников пер,Мещанский
3938,"город Москва, улица Ибрагимова, дом 31, корпус 1",Восточный,Соколиная Гора,55.7879003,37.7296369,ул Ибрагимова,
3939,"город Москва, Скобелевская улица, дом 30",Юго-западный,Южное Бутово,55.5442293,37.5530397,ул Скобелевская,
3940,"город Москва, улица Ивана Франко, дом 4, корпус 1",Западный,Фили-Давыдково,55.7284824,37.4540871,ул Ивана Франко,
3941,"город Москва, Коктебельская улица, дом 4А",Юго-западный,Северное Бутово,55.5658587,37.5842188,ул Коктебельская,
3942,"город Москва, улица Адмирала Лазарева, дом 77",Юго-западный,Южное Бутово,55.5343986,37.4951751,ул Адмирала Лазарева,
3943,"город Москва, Ратная улица, дом 6Б",,Северное Бутово,,,ул Ратная,Северное Бутово
3944,"город Москва, улица Вавилова, дом 13А",Юго-западный,Академический,55.7034623,37.5831976,ул Вавилова,
3945,"город Москва, Мытная улица, дом 46, строение 6",Центральный,Якиманка,55.7202708,37.6163879,ул Мытная,
3946,"город Москва, Кремлёвская набережная, дом 1, строение 2",Центральный,Хамовники,55.7469957,37.6094423,Кремлевская наб,
3947,"город Москва, Широкая улица, дом 1, корпус 1, строение 1",Северо-восточный,Северное Медведково,55.8888377,37.6468675,ул Широкая,
3948,"город Москва, Алтуфьевское шоссе, дом 97А",Северо-восточный,Лианозово,55.9034349,37.5853117,Алтуфьевское шоссе,
3949,"город Москва, Осенняя улица, дом 28",,Крылатское,,,ул Осенняя,Крылатское
3950,"город Москва, Верейская улица, дом 29, строение 135",Западный,Можайский,55.7076613,37.4353349,ул Верейская,
3951,"город Москва, Новокузнецкая улица, дом 11/13",Центральный,Замоскворечье,55.738158,37.6316722,ул Новокузнецкая,
3952,"город Москва, 2-й Хорошёвский проезд, дом 7, корпус 1",Северный,Хорошевский,55.7742416,37.5323057,проезд Хорошёвский 2-й,
3953,"город Москва, улица Уткина, дом 48",,Соколиная Гора,,,ул Уткина,Соколиная Гора
3954,"город Москва, Лукинская улица, дом 17",Западный,Ново-Переделкино,55.64119,37.3337673,ул Лукинская,
3955,"город Москва, Боровский проезд, дом 17А",,Солнцево,,,Боровский пр-д,Солнцево
3956,"город Москва, улица Академика Павлова, дом 25",Западный,Кунцево,55.7487727,37.4075014,ул Академика Павлова,
3957,"город Москва, проезд Черепановых, дом 6, строение 1",Северный,Коптево,55.8332185,37.5128755,проезд Черепановых,
3958,"город Москва, Сельскохозяйственная улица, дом 12А, строение 1",Северо-восточный,Ростокино,55.8367004,37.6475112,ул Сельскохозяйственная,
3959,"город Москва, Мичуринский проспект, дом 23",,Раменки,,,Мичуринский пр-кт,Раменки
3960,"город Москва, улица 800-летия Москвы, дом 22",,Восточное Дегунино,,,ул 800-летия Москвы,Восточное Дегунино
3961,"город Москва, Кронштадтский бульвар, дом 7А",,Головинский,,,Кронштадтский б-р,Головинский
3962,"город Москва, Лобненская улица, дом 14Б",,Дмитровский,,,ул Лобненская,Дмитровский
3963,"город Москва, Керамический проезд, дом 8А",,Восточное Дегунино,,,Керамический проезд,Восточное Дегунино
3964,"город Москва, Лиственничная аллея, дом 8А",Северный,Тимирязевский,55.8335675,37.5605096,Лиственничная аллея,
3965,"город Москва, Чистопрудный бульвар, дом 5",,Басманный,,,Чистопрудный б-р,Басманный
3966,"город Москва, Заповедная улица, дом 12",Северо-восточный,Южное Медведково,55.8670929,37.6353761,ул Заповедная,
3967,"город Москва, улица Сущёвский Вал, дом 2",,Тверской,,,ул Сущёвский Вал,Тверской
3968,"город Москва, Пятницкая улица, дом 24",,улица Димитрова,,,ул Пятницкая,улица Димитрова
3969,"город Москва, Олонецкая улица, дом 21Б",Северо-восточный,Отрадное,55.8557523,37.6198878,ул Олонецкая,
3970,"город Москва, 2-я Хуторская улица, дом 38А, строение 1",Северный,Савеловский,55.805615,37.5684976,ул Хуторская 2-я,
3971,"город Москва, 2-я Хуторская улица, дом 38А, строение 23",Северный,Савеловский,55.8044192,37.5646912,ул Хуторская 2-я,
3972,"город Москва, Дубнинская улица, дом 87, строение 1",Северный,Восточное Дегунино,55.8961967,37.5542981,ул Дубнинская,
3973,"город Москва, 3-й Митинский переулок, дом 12",,Митино,,,пер Митинский 3-й,Митино
3974,"город Москва, Митинская улица, дом 25, корпус 4",Северо-западный,Митино,55.8433582,37.364,ул Митинская,
3975,"город Москва, Алтуфьевское шоссе, дом 27",,Отрадное,,,Алтуфьевское шоссе,Отрадное
3976,"город Москва, улица Удальцова, дом 85",,Проспект Вернадского,,,ул Удальцова,Проспект Вернадского
3977,"город Москва, Старый Петровско-Разумовский проезд, дом 1/23, строение 1",Северный,Савеловский,55.800291,37.565326,проезд Петровско-Разумовский С.,
3978,"город Москва, Ленинградский проспект, дом 68, строение 23",Северный,Аэропорт,55.8035311,37.5243595,Ленинградский пр-кт,
3979,"город Москва, город Зеленоград, корпус 1115",Зеленоградский,Силино,55.9970378,37.1861183,,
3980,"город Москва, город Зеленоград, проезд № 4801, дом 7, строение 1",Зеленоградский,Матушкино,56.0163153,37.1995024,проезд 4801-й,
3981,"город Москва, улица Золоторожский Вал, дом 38, строение 1",Центральный,Таганский,55.748088,37.68129,ул Золоторожский Вал,
3982,"город Москва, Весёлая улица, дом 11",,Царицыно,,,ул Весёлая,Царицыно
3983,"город Москва, улица Новая Дорога, дом 11, строение 6",Центральный,Басманный,55.7746583,37.7024539,ул Новая Дорога,
3984,"город Москва, Электрозаводская улица, дом 14, строение 1",Восточный,Преображенское,55.7876035,37.7067084,ул Электрозаводская,
3985,"город Москва, проезд Завода Серп и Молот, дом 5, строение 2",Юго-восточный,Лефортово,55.7510707,37.7084278,проезд Завода Серп и Молот,
3986,"город Москва, Красноказарменная улица, дом 15, строение 6",Юго-восточный,Лефортово,55.7557783,37.7048306,ул Красноказарменная,
3987,"город Москва, Бакунинская улица, дом 92, строение 1",Центральный,Басманный,55.7797805,37.6932903,ул Бакунинская,
3988,"город Москва, Малая Семёновская улица, дом 30, строение 11",Восточный,Соколиная Гора,55.7851279,37.7165056,ул Семёновская М.,
3989,"город Москва, Мячковский бульвар, дом 14, корпус 3",Юго-восточный,Марьино,55.6509833,37.7546371,Мячковский б-р,
3990,"город Москва, Ленинградский проспект, дом 37, корпус 9",Северный,Хорошевский,55.7900206,37.5473444,Ленинградский пр-кт,
3991,"город Москва, Садовая-Самотёчная улица, дом 24/27",Центральный,Тверской,55.7731559,37.6205414,ул Садовая-Самотёчная,
3992,"город Москва, улица Академика Королёва, дом 13, строение 1",Северо-восточный,Останкинский,55.8188361,37.6183383,ул Академика Королева,
3993,"город Москва, 3-й Кадашёвский переулок, дом 2",,Замоскворечье,,,пер Кадашёвский 1-й,Замоскворечье
3994,"город Москва, проспект Мира, дом 61",,Мещанский,,,пр-кт Мира,
3995,"город Москва, 1-я Тверская-Ямская улица, дом 34",Центральный,Тверской,55.7758138,37.5868302,ул Тверская-Ямская 1-я,
3996,"город Москва, Череповецкая улица, дом 20",,Лианозово,,,ул Череповецкая,Лианозово
3997,"город Москва, Чермянская улица, дом 2, строение 2",Северо-восточный,Северное Медведково,55.8852737,37.6381255,ул Чермянская,
3998,"город Москва, 1-я Тверская-Ямская улица, дом 29, строение 1",Центральный,Тверской,55.7760296,37.5851873,ул Тверская-Ямская 1-я,
3999,"город Москва, Дербеневская улица, дом 1, строение 2",Южный,Даниловский,55.7261928,37.6517339,ул Дербеневская,
4000,"город Москва, город Зеленоград, корпус 1641",Зеленоградский,Крюково,55.975373,37.1611373,,
4001,"город Москва, Анадырский проезд, дом 16",Северо-восточный,Лосиноостровский,55.8813885,37.7119153,Анадырский проезд,
4002,"город Москва, проспект Мира, дом 39А",Центральный,Мещанский,55.7809706,37.6323625,пр-кт Мира,
4003,"город Москва, 1-й Дорожный проезд, дом 9",,Чертаново Центральное,,,проезд Дорожный 1-й,Чертаново Центральное
4004,"город Москва, Дербеневская улица, дом 1, строение 3",Южный,Даниловский,55.7256818,37.6530808,ул Дербеневская,
4005,"город Москва, улица Строителей, дом 4, строение 2",Юго-западный,Гагаринский,55.6871204,37.5356988,ул Строителей,
4006,"город Москва, Скобелевская улица, дом 4",,Южное Бутово,,,ул Скобелевская,Южное Бутово
4007,"город Москва, Ратная улица, дом 14А",Юго-западный,Северное Бутово,55.5754938,37.5744507,ул Ратная,
4008,"город Москва, улица Грина, дом 18Б",Юго-западный,Северное Бутово,55.5672102,37.5814702,ул Грина,
4009,"город Москва, Новомарьинская улица, дом 7, корпус 2",Юго-восточный,Марьино,55.6533168,37.7492525,ул Новомарьинская,
4010,"город Москва, Поречная улица, дом 3, корпус 3",Юго-восточный,Марьино,55.6452683,37.7510871,ул Поречная,
4011,"город Москва, 4-й Лихачёвский переулок, дом 4",,Головинский,,,пер Лихачёвский 4-й,Головинский
4012,"город Москва, Большая Академическая улица, дом 22А",Северный,Коптево,55.8228863,37.5293973,ул Академическая Б.,
4013,"город Москва, бульвар Дмитрия Донского, дом 14А",Юго-западный,Северное Бутово,55.5653059,37.5705832,б-р Дмитрия Донского,
4014,"город Москва, Новохохловская улица, дом 89, строение 1",Юго-восточный,Нижегородский,55.7234368,37.7182637,ул Новохохловская,
4015,"город Москва, Ангелов переулок, дом 6, корпус 2",Северо-западный,Митино,55.8551233,37.3473445,Ангелов пер,
4016,"город Москва, улица Героев Панфиловцев, дом 15",,Северное Тушино,,,ул Героев Панфиловцев,Северное Тушино
4017,"город Москва, бульвар Яна Райниса, дом 49",,Южное Тушино,,,б-р Яна Райниса,Южное Тушино
4018,"город Москва, улица Василия Петушкова, дом 23, корпус 1",Северо-западный,Южное Тушино,55.839298,37.4034599,ул Василия Петушкова,
4019,"город Москва, 1-й Волоколамский проезд, дом 10, строение 1",Северо-западный,Щукино,55.8047563,37.490326,проезд Волоколамский 1-й,
4020,"город Москва, улица Фридриха Энгельса, дом 75, строение 3",Центральный,Басманный,55.7786065,37.6934081,ул Фридриха Энгельса,
4021,"город Москва, улица Генерала Дорохова, дом 16",,Очаково-Матвеевское,,,ул Генерала Дорохова,Очаково-Матвеевское
4022,"город Москва, Русаковская улица, дом 26",,Сокольники,,,ул Русаковская,Сокольники
4023,"город Москва, Краснобогатырская улица, дом 44, строение 1",Восточный,Богородское,55.806424,37.7056552,ул Краснобогатырская,
4024,"город Москва, Складочная улица, дом 1, строение 14",Северо-восточный,Бутырский,55.7993926,37.5938235,ул Складочная,
4025,"город Москва, улица Берзарина, дом 32",,Щукино,,,ул Берзарина,Щукино
4026,"город Москва, Авиационная улица, дом 66, строение 1",Северо-западный,Щукино,55.8105762,37.4594283,ул Авиационная,
4027,"город Москва, Пятницкое шоссе, дом 43",,Митино,,,Пятницкое шоссе,Митино
4028,"город Москва, Саввинская набережная, дом 15",Центральный,Хамовники,55.7348813,37.5662035,Саввинская наб,
4029,"город Москва, Нижняя Красносельская улица, дом 35, строение 59",Центральный,Басманный,55.7765024,37.6746644,ул Красносельская Нижн.,
4030,"город Москва, Мясницкая улица, дом 46, строение 3",Центральный,Басманный,55.7679928,37.6446973,ул Мясницкая,
4031,"город Москва, улица Коровий Вал, дом 9",,Якиманка,,,ул Коровий Вал,Якиманка
4032,"город Москва, Венёвская улица, дом 2",,Южное Бутово,,,ул Венёвская,Южное Бутово
4033,"город Москва, улица Поляны, дом 53",,оляны,,,ул Поляны,оляны
4034,"город Москва, Чечёрский проезд, дом 6",,Южное Бутово,,,Чечёрский проезд,Южное Бутово
4035,"город Москва, улица Намёткина, дом 3",,Обручевский,,,ул Намёткина,Обручевский
4036,"город Москва, улица Правды, дом 23",,Беговой,,,ул Правды,Беговой
4037,"город Москва, улица Правды, дом 6, строение 1",Северный,Беговой,55.7845922,37.5785642,ул Правды,
4038,"город Москва, Югорский проезд, дом 2",,Ярославский,,,Югорский проезд,Ярославский
4039,"город Москва, Валовая улица, дом 32/75, строение 1",Центральный,Замоскворечье,55.7302284,37.6259725,ул Валовая,
4040,"город Москва, Спартаковская улица, дом 11",,Басманный,,,ул Спартаковская,Басманный
4041,"город Москва, Ижорская улица, дом 8, строение 2",Северный,Западное Дегунино,55.8851897,37.5058751,ул Ижорская,
4042,"город Москва, улица Лавочкина, дом 19, строение 2",Северный,Ховрино,55.8617248,37.4856318,ул Лавочкина,
4043,"город Москва, Ленинградский проспект, дом 80, корпус 21",Северный,Сокол,55.8084471,37.5123427,Ленинградский пр-кт,
4044,"город Москва, Петрозаводская улица, дом 24А, строение 2",Северный,Ховрино,55.867467,37.4928043,ул Петрозаводская,
4045,"город Москва, 3-я улица Ямского Поля, дом 24",,Беговой,,,ул Ямского Поля 3-я,Беговой
4046,"город Москва, улица Правды, дом 8, корпус 13",Северный,Беговой,55.7864209,37.5802069,ул Правды,
4047,"город Москва, 5-я улица Ямского Поля, дом 7, корпус 2",Северный,Беговой,55.7852176,37.5833643,ул Ямского Поля 5-я,
4048,"город Москва, Комсомольский проспект, дом 24, строение 1",Центральный,Хамовники,55.7280509,37.5805142,Комсомольский пр-кт,
4049,"город Москва, улица Тимура Фрунзе, дом 11, корпус 2",Центральный,Хамовники,55.7337365,37.5895545,ул Тимура Фрунзе,
4050,"город Москва, улица Тимура Фрунзе, дом 11, строение 44",Центральный,Хамовники,55.7350085,37.5857635,ул Тимура Фрунзе,
4051,"город Москва, улица Скульптора Мухиной, дом 4",,Ново-Переделкино,,,ул Скульптора Мухиной,Ново-Переделкино
4052,"город Москва, Сколковское шоссе, дом 31, строение 2",Западный,Можайский,55.7047378,37.4041229,Сколковское шоссе,
4053,"город Москва, Сколковское шоссе, дом 31, строение 1",Западный,Можайский,55.7060576,37.4043504,Сколковское шоссе,
4054,"город Москва, Большой Толмачёвский переулок, дом 5, строение 3",Центральный,Якиманка,55.7396384,37.6200677,пер Толмачевский Б.,
4055,"город Москва, Монтажная улица, дом 1/4, строение 1",Восточный,Гольяново,55.8214753,37.7640977,ул Монтажная,
4056,"город Москва, Маленковская улица, дом 32, строение 2",Восточный,Сокольники,55.787,37.6744457,ул Маленковская,
4057,"город Москва, улица Сущёвский Вал, дом 31, строение 1",Северо-восточный,Марьина роща,55.7937699,37.6041479,ул Сущёвский Вал,
4058,"город Москва, Покровский бульвар, дом 16-18, строение 4-4А",Центральный,Басманный,55.6033782,37.6249964,Покровский б-р,
4059,"город Москва, улица Красная Пресня, дом 31",Центральный,Пресненский,55.7623179,37.5633454,ул Красная Пресня,
4060,"город Москва, площадь Тверская Застава, дом 7, строение 1",Центральный,Тверской,55.7764718,37.5817299,пл Тверская Застава,
4061,"город Москва, Бутырская улица, дом 46, строение 1",Северо-восточный,Бутырский,55.7994796,37.5848103,ул Бутырская,
4062,"город Москва, Новосущёвская улица, дом 22, строение 1",Северо-восточный,Марьина роща,55.7882971,37.6061229,ул Новосущёвская,
4063,"город Москва, Новосущёвская улица, дом 22, строение 2",Северо-восточный,Марьина роща,55.7877358,37.60429,ул Новосущёвская,
4064,"город Москва, Новосущёвская улица, дом 22, строение 3",Северо-восточный,Марьина роща,55.788718,37.60484,ул Новосущёвская,
4065,"город Москва, улица Образцова, дом 9, строение 9",Северо-восточный,Марьина роща,55.7878531,37.6089844,ул Образцова,
4066,"город Москва, Багратионовский проезд, дом 7, корпус 1",Западный,Филевский парк,55.7422235,37.5017619,Багратионовский проезд,
4067,"город Москва, Багратионовский проезд, дом 7, корпус 2",Западный,Филевский парк,55.7418012,37.5012251,Багратионовский проезд,
4068,"город Москва, Багратионовский проезд, дом 7, корпус 3",Западный,Филевский парк,55.7414431,37.5040205,Багратионовский проезд,
4069,"город Москва, улица Барклая, дом 8",,Филёвский Парк,,,ул Барклая,Филёвский Парк
4070,"город Москва, Багратионовский проезд, дом 7, корпус 20А",Западный,Филевский парк,55.7428222,37.5028195,Багратионовский проезд,
4071,"город Москва, Рябиновая улица, дом 36А",Западный,Очаково-Матвеевское,55.6866755,37.4230582,ул Рябиновая,
4072,"город Москва, Волоколамское шоссе, дом 90, строение 12",Северо-западный,Покровское-Стрешнево,55.8238567,37.4409069,Волоколамское шоссе,
4073,"город Москва, Люблинская улица, дом 173",,Марьино,,,ул Люблинская,Марьино
4074,"город Москва, Привольная улица, дом 41",,Руднёво,,,ул Привольная,Руднёво
4075,"город Москва, Берсеневская набережная, дом 14, строение 5",Центральный,Якиманка,55.7425384,37.609261,Берсеневская наб,
4076,"город Москва, улица Борисовские Пруды, дом 12, корпус 2",Южный,Братеево,55.6354109,37.7433875,ул Борисовские Пруды,
4077,"город Москва, Ярославское шоссе, владение 3, строение 1",Северо-восточный,Ярославский,55.8514512,37.6762116,Ярославское шоссе,
4078,"город Москва, 1-я Мытищинская улица, дом 17",,Алексеевский,,,ул Мытищинская 1-я,Алексеевский
4079,"город Москва, улица Касаткина, дом 1, корпус 1",Северо-восточный,Алексеевский,55.8273116,37.651747,ул Касаткина,
4080,"город Москва, улица Касаткина, дом 3, строение 2",Северо-восточный,Алексеевский,55.8267125,37.6549116,ул Касаткина,
4081,"город Москва, улица Лётчика Бабушкина, дом 33",,Бабушкинский,,,ул Лётчика Бабушкина,Бабушкинский
4082,"город Москва, Трубная улица, дом 15",,Мещанский,,,ул Трубная,Мещанский
4083,"город Москва, улица Академика Королёва, дом 15, корпус 2",Северо-восточный,Останкинский,55.8184701,37.6147266,ул Академика Королева,
4084,"город Москва, улица Докукина, дом 8, строение 2",Северо-восточный,Ростокино,55.8388939,37.6541077,ул Докукина,
4085,"город Москва, Новомосковская улица, дом 24",Северо-восточный,Останкинский,55.8184405,37.6178063,ул Новомосковская,
4086,"город Москва, улица Годовикова, дом 9, строение 1",Северо-восточный,Останкинский,55.8067664,37.6255886,ул Годовикова,
4087,"город Москва, Олонецкая улица, дом 24",Северо-восточный,Останкинский,55.8577709,37.6209752,ул Олонецкая,
4088,"город Москва, Енисейская улица, дом 1, строение 1",Северо-восточный,Свиблово,55.8496262,37.6700762,ул Енисейская,
4089,"город Москва, Сельскохозяйственная улица, дом 20, корпус 1",Северо-восточный,Ростокино,55.8369562,37.6427576,ул Сельскохозяйственная,
4090,"город Москва, улица Сергея Эйзенштейна, дом 8, строение 1",Северо-восточный,Ростокино,55.8343829,37.6405775,ул Сергея Эйзенштейна,
4091,"город Москва, Зубарев переулок, дом 15, корпус 1",Северо-восточный,Алексеевский,55.8114995,37.6425688,пер Зубарев,
4092,"город Москва, проспект Мира, дом 95, строение 1",Северо-восточный,Останкинский,55.808067,37.6358891,пр-кт Мира,
4093,"город Москва, 1-я Мытищинская улица, дом 27, строение 1",Северо-восточный,Алексеевский,55.8025758,37.6489491,ул Мытищинская 1-я,
4094,"город Москва, 3-я Мытищинская улица, дом 10, строение 9",Северо-восточный,Алексеевский,55.803502,37.6484361,ул Мытищинская 3-я,
4095,"город Москва, 3-я Мытищинская улица, дом 10, строение 1",Северо-восточный,Алексеевский,55.8026883,37.6470726,ул Мытищинская 3-я,
4096,"город Москва, 12-й проезд Марьиной Рощи, владение 9, строение 2",Северо-восточный,Марьина роща,55.8045004,37.6185211,проезд Марьиной Рощи 12-й,
4097,"город Москва, Трифоновская улица, дом 24, строение 1",Центральный,Мещанский,55.7883314,37.6181598,ул Трифоновская,
