,address,city_area,city_district,geo_lat,geo_lon,street_with_type,location
8901,"город Москва, Мячковский бульвар, дом 3А",,Марьино,,,Мячковский б-р,Марьино
8902,"город Москва, Жулебинский бульвар, дом 26",Юго-восточный,Выхино-Жулебино,55.6907854,37.8546945,Жулебинский б-р,
8903,"город Москва, Рязанский проспект, дом 75Б, сооружение 1",Юго-восточный,Рязанский,55.7178443,37.793428,Рязанский пр-кт,
8904,"город Москва, Волгоградский проспект, дом 32, корпус 1",Юго-восточный,Южнопортовый,55.7241516,37.6889718,Волгоградский пр-кт,
8905,"город Москва, улица Коновалова, дом 9, строение 2",Юго-восточный,Рязанский,55.7325246,37.7636539,ул Коновалова,
8906,"город Москва, Привольная улица, дом 70, корпус 1",Юго-восточный,Выхино-Жулебино,55.6777617,37.8546303,ул Привольная,
8907,"город Москва, улица Маршала Чуйкова, дом 3, строение 1",Юго-восточный,Кузьминки,55.7033898,37.7642967,ул Маршала Чуйкова,
8908,"город Москва, улица Хлобыстова, дом 13",,Выхино-Жулебино,,,ул Хлобыстова,Выхино-Жулебино
8909,"город Москва, улица Трофимова, владение 32Г",Юго-восточный,Южнопортовый,55.7021649,37.68552,ул Трофимова,
8910,"город Москва, Люблинская улица, дом 40",,Текстильщики,,,ул Люблинская,Текстильщики
8911,"город Москва, Ферганская улица, дом 2, строение 2",Юго-восточный,Выхино-Жулебино,55.7109835,37.7991651,ул Ферганская,
